Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12
the_geom;EJE_TEMATI;TIPO;NOMBRE;DESCRIPCIO;SOPORTE_LE;INSUMO;ESCALA;ZONA;Subzona;SHAPE_Leng;Shape_Area
MULTIPOLYGON (((-73.21299354337997 7.9531685589327665, -73.21175011270769 7.952907045943814, -73.21116899335132 7.952784826060166, -73.21062872233654 7.952671196541956, -73.20967371558145 7.952470338186182, -73.20808023470028 7.952135189847629, -73.20730287303653 7.9519716891479, -73.19854494617189 7.950129547279017, -73.19847841970257 7.950115553351853, -73.19376516708888 7.950727667776159, -73.1933496807298 7.950781624870008, -73.19260651752603 7.95087813404431, -73.1924898005705 7.950893291134603, -73.17866529982753 7.952688323373514, -73.17839232386166 7.95272376303037, -73.17409089744777 7.953282177171276, -73.17368280616249 7.953163096237685, -73.17312973226667 7.953083094837069, -73.17270428753976 7.952933027485319, -73.1726872098071 7.952927003524138, -73.17264272050072 7.952911310946974, -73.17214265488217 7.95268696975408, -73.17178742854792 7.952489210282973, -73.17149795021902 7.952344121364509, -73.17147364249173 7.952325862966333, -73.17142862628764 7.9522920504126695, -73.17118232947935 7.952107051363758, -73.17095894610709 7.951857050613363, -73.17079693270115 7.951703623489564, -73.17065806944483 7.951446788669035, -73.17051829055475 7.9510916333677075, -73.17027071279337 7.950785965575103, -73.17015138099694 7.9504116439260635, -73.17002267847035 7.950174042985454, -73.1696803072696 7.94967605144195, -73.16939303688159 7.949379337406246, -73.16914411109747 7.949171984601725, -73.16898571944226 7.949032636050551, -73.16862891172569 7.948913193650315, -73.16843965027391 7.948893566034921, -73.16820173666042 7.948833148932441, -73.16804314798978 7.9487830762759755, -73.16777464802182 7.94871355114744, -73.16760577109933 7.948703009549361, -73.16726919570623 7.948661585906859, -73.16707997934053 7.948621616775294, -73.16673219550192 7.948522533626547, -73.16642544063146 7.948324093501205, -73.16608725127061 7.9479877121724245, -73.16588953320722 7.947692323490813, -73.16575307199926 7.947376727211247, -73.16562323933975 7.947139122779922, -73.1654649563286 7.946952308868268, -73.1653552418518 7.946843578822753, -73.16506780193795 7.946625968472156, -73.16483921845386 7.946448039991848, -73.16454146875034 7.946279000351166, -73.16398533655271 7.946080008227667, -73.16368756502123 7.9459211389441995, -73.16305317559039 7.945741184527883, -73.16282441842694 7.945642361181184, -73.162764805473 7.945623538120506, -73.16250724707587 7.945542213026234, -73.16237855166233 7.945485888071107, -73.162258108627 7.945433174491067, -73.16200105794253 7.94531394654545, -73.1618315084481 7.945096594747389, -73.16178235422419 7.944772150808455, -73.16189873925146 7.9444288605573306, -73.16201750472926 7.944034721652057, -73.16211752193557 7.943405483104335, -73.16200757387689 7.942893309651634, -73.161878440756 7.942342670367112, -73.16167994604035 7.9418890664961985, -73.16155164320455 7.94147516993231, -73.16121828189604 7.94050142590935, -73.16111898896715 7.939785859594665, -73.16098109095856 7.939609261205272, -73.160851263145 7.939371654881461, -73.16071913080151 7.9391509959348925, -73.1605678019572 7.938897520700332, -73.16041537482943 7.938628222440024, -73.16029678546765 7.9382583886414055, -73.16012756736157 7.937405019514041, -73.16000093836301 7.9366370436845335, -73.15785065369185 7.935375796819198, -73.15768776802712 7.935222872800401, -73.15756331355254 7.935118629061197, -73.15731328544108 7.934903357486393, -73.15721601575565 7.93480821459074, -73.15707360446211 7.934623693625583, -73.15694924083905 7.934478766184174, -73.156849885319 7.934302252006721, -73.15677448497114 7.934136974865385, -73.15677092582618 7.934129173236377, -73.15677363948025 7.934088502316841, -73.15678148051121 7.9339709846967645, -73.1568343084541 7.933663717684585, -73.15682257654387 7.933333705806905, -73.15679892009688 7.93315804336172, -73.15678132109878 7.933027360830495, -73.15677050056432 7.932796798335423, -73.15677930527299 7.9326255239058625, -73.15679975433154 7.932227735488224, -73.15680012531979 7.932220518767904, -73.15680102347784 7.932217486955237, -73.15689949008454 7.9318851037846505, -73.15694569260164 7.931612465664518, -73.1569638135472 7.931505536318994, -73.15696755393033 7.931483673918025, -73.15702353492601 7.931156471472583, -73.15701528708979 7.930789174708932, -73.15700359254375 7.930442211299963, -73.15700443038577 7.930067023875211, -73.1570062466248 7.92976077407931, -73.1569695955031 7.929422796342502, -73.15695401274374 7.9287865220754785, -73.15728918327893 7.928433547061709, -73.15742318034185 7.9283242255771045, -73.15766398254384 7.928099871892476, -73.15799211157132 7.927854239691265, -73.15826022370291 7.927582481451563, -73.15834882468052 7.927497920852722, -73.15847711851534 7.927404407848763, -73.15861351986665 7.927232936326062, -73.15871990388584 7.9271034812041465, -73.15874422688904 7.927073883345965, -73.15887156746888 7.926899001416721, -73.15904404435676 7.92681575565129, -73.15921989915321 7.92674268910316, -73.15949999221465 7.926689064831944, -73.1597267486652 7.926663573721148, -73.15990924321518 7.926662847339447, -73.15998225302783 7.9266492139095615, -73.1602142808689 7.926605886280464, -73.16048090019957 7.9264945971728284, -73.16064208661435 7.926390984840994, -73.16075920555284 7.926225119668416, -73.16074129795544 7.926122242444919, -73.16071439825689 7.925985442262047, -73.16071346825477 7.92589390254345, -73.1607159962932 7.925776378900626, -73.16071685196289 7.9257020257112325, -73.16071740082545 7.925654332361755, -73.16069944072497 7.92557518634201, -73.16073020543078 7.925502928146983, -73.16079611127313 7.925429618046473, -73.16090514687176 7.9253304112603855, -73.16093276969232 7.925320577996241, -73.1610061078803 7.925294470810988, -73.16112633504092 7.92525970370854, -73.16124097305595 7.925189890992584, -73.16130577025031 7.925105277296197, -73.1613411600745 7.924990710238016, -73.16135600430746 7.92494265515496, -73.16142433279565 7.924799284578289, -73.161458565283 7.924696521965614, -73.16152345229717 7.924571224593915, -73.16160529183836 7.924468566584489, -73.16166452124699 7.924338737227333, -73.16177684695138 7.924289261154819, -73.16184839903342 7.924225003192455, -73.1619902581626 7.924147340179041, -73.16213540199134 7.92412166831558, -73.16229295850175 7.924120885092484, -73.1623995067566 7.924121119932715, -73.16251653973274 7.924141784733234, -73.16256153239907 7.924149729189909, -73.16287654160958 7.924195626614982, -73.16304862577401 7.924288672938337, -73.16321849379871 7.92435911310705, -73.16336680787983 7.9244374157840625, -73.1634538987985 7.924522363890724, -73.16367700993808 7.924606481934326, -73.16375280330797 7.924674454519208, -73.16387737973915 7.924723322214686, -73.16399519255555 7.924755224351512, -73.16410392241298 7.924793886289056, -73.16425689542007 7.924815694446957, -73.16436003343568 7.924820441761623, -73.16446094339149 7.924807102456608, -73.16456984605607 7.9247677890742905, -73.16463025047338 7.924618749950452, -73.16466010842592 7.924443651447616, -73.1646651048856 7.924234595275423, -73.16470758159107 7.9239917188681535, -73.16475683094855 7.923761288457877, -73.16492278512224 7.9235514563807365, -73.16511131773849 7.923382356596638, -73.16517839830446 7.923289836416924, -73.16538304189352 7.923011154030478, -73.16550483373888 7.922780882178791, -73.16562572750038 7.922444380910853, -73.16564779202801 7.922204849980789, -73.16574138457793 7.921912361317723, -73.16576239096736 7.921638925725731, -73.16575278796566 7.921367682505768, -73.1656878403584 7.921008170768705, -73.16567137426253 7.920765164326251, -73.1657071781072 7.920463508385058, -73.16576228106429 7.920148334236747, -73.16581261135478 7.919941637266048, -73.16590398739513 7.919625412260511, -73.16587165317989 7.919382372021906, -73.165928365667 7.918851353438272, -73.16594960103491 7.9184739492471, -73.1660033950809 7.918237877872374, -73.16615318857762 7.917644907538748, -73.16625943396329 7.917267689890242, -73.16624557641163 7.916869867015256, -73.1662063557918 7.916665234501111, -73.16614667134725 7.91648880908168, -73.16609036661386 7.916321432809191, -73.1660126086471 7.916116715197022, -73.16592728301406 7.916015625052103, -73.16583964020546 7.915911789553079, -73.16569775655482 7.915734390251565, -73.16566217527934 7.915689902409027, -73.16552660860323 7.915486187606953, -73.16544786167863 7.915215923319038, -73.16541452939698 7.914911855055339, -73.16532997109923 7.914707123409764, -73.16528058294952 7.914487777233954, -73.16514838897918 7.914296501825109, -73.16488253072335 7.914067639648848, -73.1648767779946 7.914063137510685, -73.16463925589254 7.913877250393714, -73.16456843751507 7.913610392778967, -73.1645552354053 7.913480864137355, -73.16453848301123 7.913316502866694, -73.16448176467951 7.912823659066236, -73.16445282433864 7.912584015635537, -73.16451048277392 7.912137756423339, -73.16469173202823 7.911671425502538, -73.16490809096868 7.911217604192851, -73.16517013424786 7.9106067984268424, -73.16536619395077 7.910105467839525, -73.16542472755741 7.909775609546955, -73.16544578611081 7.9095621760468005, -73.1654890056935 7.909124134087802, -73.16549428923308 7.909070583908189, -73.1654891672836 7.909050583924027, -73.1653717985966 7.908592286929749, -73.16519509924453 7.908024592976535, -73.16505972052371 7.907613563481174, -73.16504647910503 7.907573360569172, -73.1649319399172 7.907087169244159, -73.1648183207779 7.906698168314042, -73.16480529360565 7.905924026604971, -73.16488439519654 7.905518496894958, -73.16502182996577 7.905387708153502, -73.1653226187904 7.905193990885677, -73.16559520597545 7.904939187765108, -73.16583286854149 7.904588248994108, -73.16615916687697 7.904133536082471, -73.1664299537283 7.90366627060189, -73.1667960698749 7.903143839099028, -73.16693410284064 7.902911362431712, -73.16704066470824 7.902731889506359, -73.16717129827651 7.9025914066330945, -73.16729448831313 7.902458928206277, -73.16732638789114 7.902424623135122, -73.1674769345364 7.902262725158182, -73.16762309951395 7.901769193788866, -73.1677013466962 7.90123483055821, -73.16778666348009 7.901086217118189, -73.16782601809983 7.901017665357104, -73.16789249452152 7.900901870627856, -73.16850769365595 7.900500899812026, -73.16887606770196 7.900315005699686, -73.16927474094126 7.900113820999048, -73.16932012651262 7.900054103390786, -73.16981922336116 7.899397398144535, -73.1703499192127 7.898764571691298, -73.17111413248975 7.898116430864734, -73.17170030377 7.897510845150632, -73.17195059298696 7.896971977480174, -73.1720385214831 7.896782668769505, -73.17253914926441 7.895902282010788, -73.17289201112362 7.895420178167228, -73.17308254329909 7.895159859516841, -73.17324084480796 7.894813263904801, -73.17329009289497 7.894059596929034, -73.17330996104192 7.893265183303106, -73.17333370653209 7.892771382243052, -73.17376718183544 7.8920162884958796, -73.17422791877505 7.891233000143389, -73.175055383469 7.890155550811825, -73.17540490501047 7.889652790543281, -73.17557156374966 7.889413063981339, -73.17607515621702 7.888724793676264, -73.17666026091486 7.888078512123022, -73.17704206937782 7.887623907944425, -73.17704717558924 7.887623288777653, -73.17739918329157 7.887580605023591, -73.17746715884228 7.887582272987593, -73.17785365109759 7.887591756411021, -73.17848788441265 7.887807842028894, -73.17897236156651 7.888092540496793, -73.17952914513712 7.888223974419466, -73.17953763820447 7.888225979280519, -73.18006016916686 7.888210152508943, -73.18044150741761 7.887971391957181, -73.1807832279979 7.887708813765617, -73.18110949352811 7.88725521558981, -73.1811154868042 7.887238006154, -73.1812577554972 7.886829487166539, -73.18126120069766 7.886828002775124, -73.18170926631632 7.886634949870729, -73.18213554533013 7.886578230243551, -73.18246548662552 7.886521303365525, -73.18276283202655 7.886337734638335, -73.18302367666887 7.886261447700842, -73.18312256450713 7.886130568313958, -73.18319318999774 7.88596572509924, -73.18324002213618 7.885797440714526, -73.18324506484406 7.885561261103999, -73.18320913514228 7.88540410023291, -73.18315405746688 7.885191523750971, -73.18303779891444 7.884968644674695, -73.18294312273754 7.884723210281867, -73.18291156283284 7.884591598847995, -73.1829038084619 7.88455926148181, -73.18287047924602 7.884247283141265, -73.18284735549638 7.88393306636633, -73.18284548137231 7.883751115691482, -73.1828356458451 7.88358158017882, -73.18282761249394 7.883102400672827, -73.18282158677039 7.882743016714145, -73.1828186180628 7.882608124446541, -73.18281539353826 7.88246160850922, -73.18282386554172 7.882211874833861, -73.18285094689674 7.881741812103246, -73.18294117743285 7.881419927423032, -73.182966017617 7.881339169526657, -73.18314890820305 7.88074457292367, -73.18324264601245 7.88037297053576, -73.1834171039309 7.879885142072499, -73.18366156197393 7.879521772738315, -73.1838447328162 7.8791978265759415, -73.18391257100993 7.879054732041229, -73.18403292931299 7.878800853875836, -73.1840952124956 7.878669476494656, -73.18441552019776 7.878345823158277, -73.18469500957454 7.8780299924892185, -73.18495401203045 7.877753672014577, -73.18523928604012 7.877382478429235, -73.18540982295329 7.877135350497133, -73.18566187595741 7.876400193905008, -73.18583595749666 7.876063974019371, -73.18600671654067 7.87573417050321, -73.18612856054602 7.875466597423133, -73.18614564016303 7.87538053175574, -73.18620074391625 7.875102858856638, -73.1861873852375 7.8744620635871145, -73.18620338214502 7.873873315133853, -73.18618711174713 7.873775184995033, -73.18613065474348 7.873434680873249, -73.18598881936845 7.872983468451501, -73.18579249407335 7.872573953574496, -73.18558169967251 7.872041226113186, -73.18549459060885 7.871438696192142, -73.18549088000013 7.8710555843240115, -73.185565437265 7.87064099739187, -73.1857056955231 7.870242370790326, -73.18592197379775 7.869803223251406, -73.18615980080875 7.869357340613932, -73.18632741936868 7.868883055777505, -73.18638520107643 7.868363332053891, -73.18640102185545 7.867855950493449, -73.18633431306452 7.867253464807514, -73.186260501175 7.866992631393077, -73.18626007427454 7.866991122829015, -73.1862164457379 7.866724326275153, -73.18635683194499 7.866264674945929, -73.18673663506472 7.865673310610255, -73.18697615344875 7.865494134650937, -73.18733823540661 7.865238372250938, -73.1875836401681 7.864956369509917, -73.18782313371379 7.864788494096282, -73.18814355937387 7.864402680010692, -73.1883667046845 7.863929642402889, -73.1884465812175 7.863675538701335, -73.18853154708978 7.863161523227283, -73.18854741728374 7.862629279577398, -73.1885838255135 7.862032662670689, -73.18862974827755 7.861893453348876, -73.18873097822559 7.86158658481624, -73.18877867537542 7.8614845819568915, -73.18891997333 7.861182409736293, -73.18924439363975 7.860516338965736, -73.18941394798206 7.860193489118821, -73.18962338824952 7.859767885431859, -73.18989526375438 7.8592938184045655, -73.19022375632284 7.858842473949777, -73.19033413173946 7.85860258572388, -73.19041959499987 7.858416840954694, -73.1904942647862 7.858233591241546, -73.19057161293405 7.8580437688791696, -73.1906349181264 7.857888409061319, -73.19081610889727 7.857422060589245, -73.19102424886482 7.857073299355478, -73.19115176495231 7.856798953983535, -73.19134081596047 7.856366525284499, -73.19152395226571 7.8560504835087075, -73.19171385708944 7.8557491474267405, -73.19181626579906 7.855556116495253, -73.19203244247886 7.8551576471386895, -73.19227703074384 7.854721944417912, -73.192435914657 7.854084902575324, -73.19263184888159 7.853611803156948, -73.19270735079223 7.853335019259461, -73.19272550988876 7.853268449411094, -73.1927382451336 7.853141904651956, -73.19274424024458 7.852987092725563, -73.1925769729992 7.85276975965185, -73.19226141795993 7.852469615688464, -73.19215634770386 7.852315700089945, -73.19192098879039 7.852142296294346, -73.19168213437894 7.852014089787397, -73.1914727774211 7.8518712537594135, -73.1912227434663 7.851670696759622, -73.19085255016573 7.851484576975936, -73.19053102552199 7.851327941725013, -73.19027091665292 7.851069727842389, -73.19005940437461 7.8508749021083135, -73.18970644471028 7.850579198110092, -73.18943859321044 7.850231689010966, -73.189085841864 7.84983879575038, -73.18851995298458 7.84948274310232, -73.18824711888688 7.8493465522750725, -73.18789178468485 7.849102826524561, -73.18784921843181 7.849061912110576, -73.1877700647386 7.848985829810071, -73.18741338266419 7.848642988532309, -73.18695528973787 7.848226138471464, -73.18824931922268 7.848235482838329, -73.18841445695149 7.848236675210462, -73.18917155529934 7.848242140320329, -73.18963362721219 7.848245475238502, -73.19164217026609 7.848259965091203, -73.19180970076967 7.8482611731555085, -73.193059122125 7.848270181481642, -73.19372902424432 7.848275010030558, -73.20131178565356 7.84832958924467, -73.20450227856684 7.848352512573656, -73.20462459390232 7.848353390992843, -73.20971196235311 7.848389892077225, -73.21005743701308 7.848392368507509, -73.21209761554556 7.848406987638417, -73.21231507634013 7.848408545280507, -73.21330517185272 7.848415635779917, -73.2229202701052 7.848484372514087, -73.22409331093755 7.8484927432962355, -73.22486014118127 7.848498213605651, -73.2250383659002 7.848847737751172, -73.22504300281707 7.848856831400018, -73.22538432384607 7.849315221482292, -73.2256940447554 7.849709130014265, -73.22594921412866 7.85017751556003, -73.22609021437167 7.850502145326987, -73.22623243644748 7.850783832629706, -73.22670519769154 7.851254920240581, -73.22694218846786 7.851747000404157, -73.22702102661627 7.851989004803905, -73.22711471528643 7.852173403534046, -73.22726153527572 7.852423457178929, -73.22738809750932 7.852604531942918, -73.22759586988808 7.852975630759667, -73.22781178122139 7.853246166238287, -73.22803007979215 7.8534579397196085, -73.22830956831868 7.853674359022556, -73.22858230764429 7.853865900784156, -73.22878481371367 7.854041478808589, -73.2289680198145 7.854233969746726, -73.22914215851894 7.854426441420146, -73.22922450701053 7.854615337450061, -73.2292980508986 7.855231399346483, -73.22923716269564 7.855634726484645, -73.22904263278808 7.8559937078968805, -73.22877321135257 7.856397743144933, -73.22843903662873 7.8568762340890235, -73.22803134604884 7.857281117683421, -73.22792889055715 7.857504671663961, -73.22788988643946 7.85773513556826, -73.22791646581855 7.858039190456827, -73.22807219622096 7.858367239143561, -73.22821104384492 7.858637617980557, -73.22833504101716 7.858965602467217, -73.22838640180275 7.859344295064346, -73.22831975538429 7.859791685242003, -73.22817828114836 7.860252483860486, -73.22806862305713 7.860672663880776, -73.2280713355303 7.861009443331226, -73.2280593583789 7.861879605872648, -73.22812056568586 7.862431225413431, -73.22819757133179 7.863571665998453, -73.22824978182932 7.864089364358814, -73.22825569031208 7.864115193707481, -73.22832504435311 7.864418379594609, -73.2284241433974 7.864729362769744, -73.22857199088183 7.865033662820427, -73.22863213537418 7.865551377208355, -73.22847345979409 7.8661093310425825, -73.22838876833677 7.866512609462213, -73.22825427525513 7.866883013351183, -73.22822518502707 7.867253631340922, -73.22816515847323 7.867788052684174, -73.22793723744839 7.8689538661669305, -73.22791604708416 7.869340321849172, -73.22795145677425 7.869759665842766, -73.22806039828127 7.87000014943969, -73.22807443867652 7.870031142976623, -73.2281169519925 7.870302456299917, -73.22812752973388 7.870672024358744, -73.22808335097028 7.8712155195571505, -73.2279658572504 7.871585957503802, -73.22775295679929 7.872055651644605, -73.22763675244825 7.872349244212579, -73.2275581268333 7.872555894793705, -73.22751115520481 7.8728021639857735, -73.22748114648141 7.873066549592906, -73.22754761256776 7.873263323901989, -73.22771826528367 7.8735009948292864, -73.22797733968609 7.873729804687179, -73.22841528861683 7.874056167636089, -73.22875481626434 7.874293050859884, -73.22900504402925 7.8744144818630195, -73.22926428617268 7.8745619230215125, -73.22948271276913 7.8747160613740865, -73.22970012194456 7.874813692936248, -73.22991056228933 7.874993807914314, -73.23009808376602 7.8752970587398154, -73.23022902048486 7.875559510532171, -73.23046505230171 7.875973610996719, -73.23061975531951 7.876253062652254, -73.23082421214306 7.87658912119902, -73.23102751891444 7.876933087353024, -73.23127958124974 7.877268111723915, -73.2315406061133 7.877654009882306, -73.23167250943688 7.877998961849685, -73.2317943806835 7.8782613950192175, -73.23184484886332 7.878523683215768, -73.2319130635187 7.878975867122985, -73.23190784473915 7.879312629692906, -73.23197619799885 7.879697007021885, -73.23206728361049 7.880049787489366, -73.23212578538946 7.880263497222659, -73.2322973764022 7.880599488113406, -73.23246991450011 7.881027020439193, -73.23258481920207 7.881371937975219, -73.23271637411212 7.881888666014263, -73.23280756238982 7.882191720914715, -73.23293041660227 7.882528743521317, -73.23302957108193 7.882815993547013, -73.23307998898851 7.883103144422577, -73.23309870529187 7.883374409585259, -73.23300829453086 7.883802539127335, -73.23292965266107 7.8840171015308504, -73.23291556628662 7.884255526793587, -73.23291043030713 7.884551606692008, -73.23295983259501 7.884781119835483, -73.2331554598982 7.885003017781823, -73.23342344561168 7.885313211581546, -73.23369848048065 7.885501366374158, -73.23394066568635 7.885680414712628, -73.23429378844531 7.88592636305285, -73.2345200399353 7.886138151877472, -73.23470356545242 7.886318326266373, -73.23481187727869 7.886424660242974, -73.23491007880895 7.886566877597641, -73.2349587875059 7.886637418433371, -73.23517820488766 7.886866145166195, -73.23537276721852 7.887055267275589, -73.23560707040016 7.887209435191161, -73.23577378983651 7.887295797087348, -73.23587427503992 7.887347849115638, -73.2361483626459 7.8874455920367605, -73.23624487791099 7.887457235632991, -73.23640558466087 7.887476623236183, -73.23667401908322 7.887567573696891, -73.2369798603192 7.887656339735387, -73.23728680182396 7.887762058822358, -73.23764229795654 7.887957154499207, -73.23782898134169 7.888120266819729, -73.2380473999229 7.888283443607418, -73.23822606531212 7.888488353629196, -73.23841254914001 7.888749785791192, -73.23860708290565 7.88895472839482, -73.2387779141433 7.889109897687776, -73.23896456434083 7.889289961486396, -73.23927557098034 7.889599975293185, -73.23925749296966 7.889828291509247, -73.23927454129173 7.89010937470612, -73.23932671691837 7.890443225791479, -73.23946690690899 7.8908123857153685, -73.2398533427518 7.8913752619844955, -73.24045752638793 7.891972464861085, -73.24070484761666 7.892102060233581, -73.24101999759387 7.892372497817175, -73.2411774353232 7.8925751674606595, -73.24133514617206 7.892642936103328, -73.24196599104818 7.892914005612287, -73.24147962469299 7.893221033763211, -73.24131520934739 7.893254607341261, -73.24114166509905 7.893318675240118, -73.24090572786332 7.893409741456143, -73.24075939974756 7.8934670837193055, -73.24053138190884 7.893564945425697, -73.2402658520954 7.893716977309535, -73.24012735688665 7.893824059856559, -73.23993784847923 7.893935560750049, -73.23966434543328 7.894106788461609, -73.23938745687703 7.894270098273397, -73.23922500861521 7.894451720199321, -73.23903863484247 7.894694319329858, -73.23899050428079 7.894954149243165, -73.23892173916856 7.895329208363774, -73.2388994967528 7.895678369538194, -73.23888966978048 7.896053547688442, -73.2388318562976 7.896617358657665, -73.2387801347834 7.896970980290033, -73.23873308466307 7.897256804360467, -73.23859151777829 7.897760550326566, -73.23847636526823 7.898093702264374, -73.23844604557057 7.898512913365572, -73.23849967451454 7.898896130557656, -73.23857374908856 7.899257916299877, -73.23856974380291 7.899556258082526, -73.23853055883134 7.899876001734703, -73.23844399525716 7.900083768316662, -73.23836644906443 7.900316415829622, -73.2382558726626 7.900628104292817, -73.23825766762137 7.900860911043018, -73.23826397815527 7.901102768800243, -73.23833616098014 7.90127921217606, -73.23845138031784 7.90147269388555, -73.23860957783 7.901712596258115, -73.23876665711246 7.901944586337037, -73.23893718076457 7.902254581415126, -73.2389853436701 7.902538337068578, -73.23907324729005 7.902788269452735, -73.239101024768 7.903064073292131, -73.23914916729714 7.90335800006642, -73.23914745728646 7.903642785784707, -73.23916612371899 7.903940042905946, -73.23922785201631 7.904241907841838, -73.23920455357344 7.904552642326513, -73.23920176387274 7.904810302747039, -73.23920077714452 7.905297380448596, -73.23916246324377 7.905745957913888, -73.239092291857 7.906254368303502, -73.2390459657151 7.906741354049173, -73.2389762422502 7.907587668638307, -73.23894775965955 7.908218214804609, -73.23896828008105 7.908718897138172, -73.2390622149447 7.909348559850436, -73.23915768701585 7.909779325526087, -73.2393461033728 7.910210278681427, -73.23936499910072 7.910432577868261, -73.23953987229828 7.910858452559398, -73.2396396839595 7.911159022382509, -73.23981470925489 7.911509806062269, -73.24001478979471 7.91188566917088, -73.24062973846789 7.912182653829355, -73.24075369803204 7.91254001888517, -73.240799866384 7.912690417817411, -73.2408346200605 7.912880346608291, -73.24096091757946 7.913202683190609, -73.2410778843806 7.913654964195598, -73.24114730004457 7.914080026772373, -73.24128030339958 7.914449842202967, -73.24137035467858 7.914759674656782, -73.24153742492649 7.915099044784618, -73.24171592290311 7.915392103327631, -73.24191033659821 7.915662591990298, -73.24231849256039 7.916174224416498, -73.24253000512898 7.916397281614473, -73.24276188599715 7.916637332338343, -73.2430708196526 7.916889968513588, -73.2435493684427 7.917345235150233, -73.24372694608812 7.917534321003287, -73.24392689919806 7.917869235642974, -73.24406790779848 7.918205163479692, -73.24412031623179 7.918351333538409, -73.24425727058976 7.918733306478578, -73.2440787435715 7.919014346883827, -73.2438047975542 7.919396906393176, -73.24347764176754 7.9197465845713335, -73.24307566158039 7.920102893503505, -73.24288236874469 7.920398595382695, -73.24267072358508 7.920800490819414, -73.2424331792715 7.921678111724347, -73.24241152942376 7.922293981051273, -73.24236251634863 7.92298890191701, -73.2424512227353 7.9239643690486865, -73.24250337184084 7.924299792062419, -73.24260605472138 7.924960247210115, -73.24266494340245 7.925339017909568, -73.24268580203142 7.926234109859827, -73.24273362074061 7.927250178775614, -73.24279617769028 7.928265147061088, -73.24263055446583 7.929448043757558, -73.2425670734393 7.9300095818843435, -73.24252097074437 7.9309452231601725, -73.24256709162835 7.931679890761321, -73.24278078345185 7.933069230232126, -73.24287111071143 7.934364522493736, -73.24308666586991 7.935953896711184, -73.24315988390691 7.936741732833494, -73.24336581236084 7.937488022903503, -73.2436843392279 7.938608605990328, -73.24391876790652 7.939275844872493, -73.2441270454158 7.939982584919825, -73.24460468297312 7.940592599957416, -73.24502142722615 7.941102065766052, -73.24534791531832 7.941651957598949, -73.24607217799812 7.94281629974203, -73.24647652487153 7.943544904406698, -73.24695240734155 7.944213756613372, -73.24729374576197 7.944709431671651, -73.24751160633893 7.945165304569572, -73.24776033971304 7.945489015588358, -73.2480577524954 7.946407264896818, -73.2472275187658 7.946071086245066, -73.24649080142981 7.946017622756991, -73.24566467256764 7.945895041172007, -73.245155781401 7.945853334288393, -73.24445977166457 7.945850804585492, -73.24399265502154 7.945944391662111, -73.24386780527385 7.945969405279713, -73.24309163149177 7.946094552677998, -73.24300940835012 7.946107809943272, -73.24283989518621 7.946144129950051, -73.24259660792177 7.946196256711305, -73.24214183951472 7.9462970492254055, -73.24148967541844 7.946473160158544, -73.24069347612944 7.946684012234944, -73.24011592990401 7.946957462105539, -73.2396506422005 7.947213056257142, -73.23915360151827 7.947475365641362, -73.23859525599015 7.947781624694963, -73.23806753820736 7.948077774530993, -73.23752856883927 7.948332086167578, -73.23704289285622 7.94857859483364, -73.2365255986253 7.948765142159224, -73.23601852473467 7.94894266937737, -73.23543993135551 7.949170904896164, -73.2349951871935 7.949356467952187, -73.23453225673722 7.949565725343243, -73.23413956853733 7.949794337793845, -73.23375697606467 7.950074955221376, -73.23329053169051 7.950338449981593, -73.23275255181473 7.9506605634401835, -73.23219402436986 7.951051571058012, -73.23171824673526 7.951442746290942, -73.23129018913674 7.951780904011808, -73.23098934938697 7.9519938793063085, -73.23073005060935 7.952402447957844, -73.2304735825761 7.95270753840577, -73.23047209358623 7.9527093096833745, -73.23034680054761 7.952999491746964, -73.23014004750658 7.953212658169098, -73.23013614500843 7.953214572123366, -73.2299335257888 7.9533139452942425, -73.22964327613583 7.95333821290896, -73.22906537797482 7.953225146830386, -73.22843538891381 7.95308598153848, -73.2280625069624 7.953052442787115, -73.2277518689873 7.953068756520373, -73.22743211191238 7.953109913181034, -73.22704864405284 7.953261689480517, -73.22657328379547 7.953448310069, -73.22614897164479 7.953616952734612, -73.22572575547248 7.953803680058388, -73.22526746493483 7.953957560450514, -73.22498837352578 7.954067736103635, -73.22462642386195 7.954228595132484, -73.22416130055687 7.954397151776283, -73.22375747894127 7.954524020246525, -73.22328220496587 7.954667693164092, -73.22286816316887 7.954802450546894, -73.222536960001 7.954895564422538, -73.22216509071961 7.9549196576857435, -73.22161751636261 7.9549433875905535, -73.22126605195184 7.954967522095293, -73.2208841945787 7.954888754294573, -73.22054099345921 7.954755820980257, -73.21919996195747 7.95447380675333, -73.21919667389342 7.95447311533772, -73.21447813682434 7.95348078703939, -73.21299354337997 7.9531685589327665)));Derivadas del medio natural;Reservas Forestales Protectoras;Reserva forestal protectora nacional la cuenca lata del rio Algodonal;No aplica;Literal del Numeral 1del Art. 10 de la Ley 388 de 1997;SIAC, Reservas Foretales Protectoras Nacionales;1:25000;No aplica;No aplica;40.3910343326;80,088,260.6265
